0 -0.0176282 0.137821 -0.0106732 0.102564 -0.0575397 0.052501 -0.44031
100 -0.141026 0.301282 0.0582923 0.179487 -0.311508 0.244316 -3.52455
200 -0.197115 0.317308 0.17734 0.363782 -0.34127 0.324928 -6.227
300 0.00160256 0.31891 0.458128 0.5625 -0.319444 0.317487 -10.0222
400 0.115385 0.165064 0.431856 0.796474 -0.132937 0.45308 -13.3557
500 0.153846 0.126603 0.507389 0.794872 -0.160714 0.569657 -15.7015
600 0.153846 0.166667 0.507389 0.794872 -0.160714 0.528317 -15.2992
700 0.155449 0.125 0.513957 0.836538 -0.18254 0.577098 -16.8114
800 0.11859 0.201923 0.527094 0.839744 -0.176587 0.550641 -16.8504
900 0.157051 0.203526 0.520525 0.798077 -0.105159 0.625878 -16.9231
1000 0.157051 0.163462 0.561576 0.798077 -0.154762 0.584539 -16.8054
1100 0.293269 0.147436 0.606732 0.733974 -0.0257937 0.627945 -17.3276
1200 0.230769 0.0496795 0.535304 0.791667 -0.0178571 0.678793 -17.5834
1300 0.134615 0.145833 0.490148 0.815705 -0.047619 0.676726 -17.2835
1400 0.134615 0.145833 0.490148 0.815705 0.00198413 0.676726 -17.2607
1500 0.153846 0.166667 0.54844 0.754808 -0.0119048 0.652336 -16.5643
1600 0.153846 0.166667 0.507389 0.754808 -0.0119048 0.735014 -17.4237
1700 0.0769231 0.203526 0.520525 0.717949 -0.204365 0.708557 -16.8171
1800 0.115385 0.165064 0.513957 0.75641 -0.0833333 0.701116 -16.8795
1900 0.153846 0.166667 0.466338 0.714744 -0.0615079 0.776354 -16.9945
2000 0.134615 0.185897 0.449097 0.695513 0.00198413 0.800744 -16.9063
2100 0.115385 0.165064 0.472906 0.836538 -0.0337302 0.659777 -17.2401
2200 0.136218 0.144231 0.496716 0.817308 -0.119048 0.642828 -16.9737
2300 0.136218 0.144231 0.496716 0.857372 -0.0198413 0.601488 -17.05
2400 0.214744 0.185897 0.57225 0.775641 0.0515873 0.635387 -17.4134
2500 0.251603 0.108974 0.600164 0.772436 -0.00396825 0.661844 -18.0699
2600 0.251603 0.108974 0.600164 0.772436 -0.00396825 0.661844 -18.0699
2700 0.211538 0.108974 0.559113 0.772436 -0.00396825 0.703183 -17.9412
2800 0.213141 0.107372 0.524631 0.774038 0.0238095 0.669285 -16.964
2900 0.174679 0.145833 0.531199 0.775641 -0.0972222 0.676726 -17.2256
3000 0.213141 0.107372 0.565681 0.774038 -0.0753968 0.669285 -17.5608
3100 0.155449 0.0849359 0.513957 0.836538 -0.0833333 0.618437 -17.0383
3200 0.155449 0.165064 0.513957 0.716346 -0.0337302 0.742456 -16.9418
3300 0.232372 0.088141 0.582923 0.793269 0.00992063 0.644895 -17.7941
3400 0.211538 0.108974 0.559113 0.8125 -0.00396825 0.661844 -18.0512
3500 0.173077 0.147436 0.565681 0.814103 -0.0257937 0.627945 -17.5899
3600 0.232372 0.128205 0.582923 0.753205 0.00992063 0.686234 -17.7946
3700 0.213141 0.107372 0.565681 0.774038 0.0238095 0.669285 -17.5092
3800 0.19391 0.166667 0.589491 0.794872 0.0376984 0.610996 -17.4632
3900 0.211538 0.108974 0.559113 0.8125 -0.00396825 0.661844 -18.0512
4000 0.213141 0.147436 0.565681 0.814103 -0.0257937 0.627945 -17.783
4100 0.153846 0.126603 0.507389 0.834936 -0.160714 0.652336 -17.7384
4200 0.155449 0.165064 0.513957 0.75641 -0.132937 0.701116 -17.1231
4300 0.213141 0.107372 0.565681 0.774038 -0.0257937 0.669285 -17.5102
4400 0.153846 0.126603 0.507389 0.834936 -0.111111 0.652336 -17.6025
4500 0.153846 0.166667 0.54844 0.794872 -0.0615079 0.652336 -17.3758
4600 0.115385 0.205128 0.513957 0.716346 -0.0833333 0.742456 -17.05
4700 0.0785256 0.282051 0.486043 0.759615 0.0218254 0.674659 -16.6583
4800 0.0977564 0.222756 0.462233 0.778846 -0.0416667 0.691608 -16.7141
4900 0.0384615 0.201923 0.403941 0.799679 -0.0277778 0.715998 -16.7038
5000 0.173077 0.147436 0.524631 0.774038 -0.0753968 0.710624 -17.6398
5100 0.0769231 0.163462 0.438424 0.717949 -0.0555556 0.791236 -16.7846
5200 0.0961538 0.184295 0.455665 0.737179 -0.0694444 0.766846 -17.0114
5300 0.0384615 0.241987 0.403941 0.839744 -0.077381 0.674659 -17.1027
5400 0.0384615 0.282051 0.444992 0.799679 -0.126984 0.674659 -17.0717
5500 0.153846 0.166667 0.507389 0.834936 -0.111111 0.652336 -17.7491
5600 0.133013 0.147436 0.48358 0.854167 -0.0753968 0.627945 -17.2723
5700 0.173077 0.147436 0.524631 0.814103 -0.0257937 0.669285 -17.6934
5800 0.173077 0.147436 0.524631 0.774038 -0.0257937 0.710624 -17.5893
5900 0.19391 0.166667 0.54844 0.714744 -0.0119048 0.735014 -17.3907
6000 0.174679 0.145833 0.531199 0.735577 0.00198413 0.718065 -17.0721
6100 0.173077 0.147436 0.524631 0.774038 -0.0753968 0.669285 -16.9499
