0 0.0325662 -0.0512013
10000 0.0173763 -0.0145768
20000 -0.208861 -2.10601
30000 -0.0377445 -0.0687789
40000 -0.166283 -1.33488
50000 0.136133 -0.8947
60000 -0.148677 -1.06717
70000 0.0697353 -0.234776
80000 0.00943613 -0.00429868
90000 0.0456847 -0.10076
100000 0.0502877 -0.122087
110000 0.035328 -0.0602538
120000 -0.0289988 -0.0405984
130000 -0.189988 -1.74262
140000 0.0944764 -0.430917
150000 0.122555 -0.725115
160000 0.26145 -3.30008
170000 0.236018 -2.6893
180000 -0.0777906 -0.292147
190000 -0.0143843 -0.00998913
200000 0.248562 -2.98274
210000 0.0237054 -0.0271295
220000 -0.0926352 -0.414285
230000 -0.0833142 -0.335108
240000 0.0747986 -0.270106
250000 0.00506329 -0.00123769
260000 -0.164902 -1.3128
270000 -0.0800921 -0.309689
280000 -0.0543153 -0.142427
290000 -0.127388 -0.783435
300000 0.216226 -2.25715
310000 0.0211738 -0.0216443
320000 0.121979 -0.718322
330000 0.0222094 -0.0238135
340000 0.120483 -0.700811
350000 -0.111392 -0.599044
360000 -0.0116226 -0.00652154
370000 0.0652474 -0.205529
380000 0.119678 -0.691472
390000 -0.0199079 -0.0191337
400000 0.186651 -1.68194
410000 0.00678941 -0.00222542
420000 0.00955121 -0.00440417
430000 -0.0111623 -0.00601522
440000 0.139931 -0.945311
450000 -0.120138 -0.696801
460000 -0.0437284 -0.0923156
470000 -0.186881 -1.68609
480000 -0.124051 -0.742925
490000 -0.125086 -0.755382
500000 0.125892 -0.765143
510000 0.0857307 -0.35483
520000 0.196318 -1.86065
530000 0.132911 -0.852848
540000 -0.12359 -0.737422
550000 0.270081 -3.52155
560000 -0.250058 -3.01875
570000 0.0995397 -0.478344
580000 -0.0990794 -0.47393
590000 0.047641 -0.109574
600000 0.150288 -1.09042
610000 0.183429 -1.62437
620000 -0.203337 -1.99609
630000 -0.0655926 -0.20771
640000 0.0828539 -0.331415
650000 0.209666 -2.12229
660000 0.0437284 -0.0923156
670000 -0.0148446 -0.0106387
680000 -0.0752589 -0.273441
690000 -0.00678941 -0.00222542
700000 0.0131185 -0.0083084
710000 -0.018412 -0.0163662
720000 -0.0144994 -0.0101496
730000 -0.118067 -0.67298
740000 -0.143728 -0.997316
750000 -0.0245109 -0.0290046
760000 -0.0101266 -0.00495077
770000 0.0841197 -0.341619
780000 0.072267 -0.252131
790000 0.0171461 -0.0141932
800000 -0.0222094 -0.0238135
810000 0.026122 -0.0329427
820000 -0.123245 -0.733308
830000 -0.0135788 -0.00890167
840000 0.0616801 -0.18367
850000 0.0434983 -0.0913464
860000 -0.0970081 -0.454321
870000 0.0934407 -0.421522
880000 -0.13015 -0.817773
890000 0.0583429 -0.164333
900000 -0.0386651 -0.0721749
