0.01 -14.2941 0.639892
0.11 -17.2481 0.905302
0.21 -15.1986 1.24386
0.31 -10.9967 2.23453
0.41 -5.75061 2.88796
0.51 -2.79741 1.96412
0.61 -1.62105 1.14329
0.71 -1.38353 0.954102
0.81 -1.28065 0.914525
0.91 -1.29559 0.979597
1.01 -1.14503 0.815244
