0 0.0247411 -0.0295518
10000 -0.573993 -15.906
20000 -0.612428 -18.1075
30000 -0.54672 -14.4304
40000 -0.593211 -16.9889
50000 -0.523936 -13.2527
60000 -0.573303 -15.8677
70000 -0.554776 -14.8587
80000 -0.576755 -16.0594
90000 -0.582048 -16.3556
100000 -0.574223 -15.9187
110000 -0.559839 -15.1312
120000 -0.63015 -19.1706
130000 -0.60794 -17.843
140000 -0.597238 -17.2204
150000 -0.558113 -15.038
160000 -0.612428 -18.1075
170000 -0.635213 -19.4799
180000 -0.625892 -18.9124
190000 -0.605063 -17.6746
200000 -0.58412 -16.4722
210000 -0.632911 -19.339
220000 -0.598849 -17.3134
230000 -0.600575 -17.4133
240000 -0.579632 -16.22
250000 -0.640046 -19.7774
260000 -0.559609 -15.1188
270000 -0.498964 -12.0195
280000 -0.565132 -15.4187
290000 -0.53153 -13.6397
300000 -0.581128 -16.3039
310000 -0.558343 -15.0504
320000 -0.585386 -16.5436
330000 -0.571231 -15.7533
340000 -0.620829 -18.6076
350000 -0.56191 -15.2434
360000 -0.609896 -17.9581
370000 -0.607135 -17.7958
380000 -0.534062 -13.7699
390000 -0.582854 -16.4009
400000 -0.53809 -13.9784
410000 -0.613003 -18.1415
420000 -0.528769 -13.4983
430000 -0.562371 -15.2684
440000 -0.608861 -17.8971
450000 -0.550518 -14.6315
460000 -0.53809 -13.9784
470000 -0.627388 -19.0029
480000 -0.532566 -13.6929
490000 -0.616801 -18.367
500000 -0.594476 -17.0615
510000 -0.580898 -16.291
520000 -0.620598 -18.5938
530000 -0.603107 -17.5605
540000 -0.586881 -16.6283
550000 -0.570426 -15.7089
560000 -0.633717 -19.3882
570000 -0.609436 -17.931
580000 -0.562371 -15.2684
590000 -0.583659 -16.4462
600000 -0.594476 -17.0615
610000 -0.525316 -13.3226
620000 -0.586421 -16.6022
630000 -0.550518 -14.6315
640000 -0.6084 -17.8701
650000 -0.58435 -16.4852
660000 -0.617722 -18.4218
670000 -0.571001 -15.7406
680000 -0.609436 -17.931
690000 -0.636709 -19.5717
700000 -0.618757 -18.4837
710000 -0.622094 -18.6836
720000 -0.60794 -17.843
730000 -0.556041 -14.9266
740000 -0.554545 -14.8464
750000 -0.622325 -18.6974
760000 -0.576295 -16.0338
770000 -0.614499 -18.2301
780000 -0.59298 -16.9757
790000 -0.586997 -16.6348
800000 -0.595742 -17.1342
810000 -0.611162 -18.0327
820000 -0.612428 -18.1075
830000 -0.574223 -15.9187
840000 -0.613464 -18.1688
850000 -0.560184 -15.1499
860000 -0.549252 -14.5643
870000 -0.544419 -14.3091
880000 -0.598044 -17.2669
890000 -0.533372 -13.7343
900000 -0.570196 -15.6962
910000 -0.618757 -18.4837
920000 -0.566168 -15.4753
930000 -0.594016 -17.0351
940000 -0.559839 -15.1312
950000 -0.592175 -16.9296
960000 -0.601841 -17.4868
970000 -0.583084 -16.4138
980000 -0.595972 -17.1474
990000 -0.605639 -17.7082
1000000 -0.529804 -13.5512
1010000 -0.615995 -18.319
1020000 -0.613924 -18.196
1030000 -0.582854 -16.4009
1040000 -0.600575 -17.4133
1050000 -0.58412 -16.4722
1060000 -0.598044 -17.2669
1070000 -0.601841 -17.4868
1080000 -0.569965 -15.6836
1090000 -0.606444 -17.7553
1100000 -0.549712 -14.5888
1110000 -0.610932 -18.0191
1120000 -0.577791 -16.1171
1130000 -0.564097 -15.3622
1140000 -0.604603 -17.6477
1150000 -0.561335 -15.2122
1160000 -0.597814 -17.2536
1170000 -0.59298 -16.9757
1180000 -0.631415 -19.2476
1190000 -0.629114 -19.1076
1200000 -0.589988 -16.8048
1210000 -0.562601 -15.2809
1220000 -0.609666 -17.9445
1230000 -0.537054 -13.9246
1240000 -0.577791 -16.1171
1250000 -0.585155 -16.5306
1260000 -0.625086 -18.8637
1270000 -0.587687 -16.674
1280000 -0.540852 -14.1222
1290000 -0.535328 -13.8353
1300000 -0.59275 -16.9625
1310000 -0.549482 -14.5765
1320000 -0.615995 -18.319
1330000 -0.640506 -19.8059
1340000 -0.584925 -16.5176
1350000 -0.612428 -18.1075
1360000 -0.552244 -14.7234
1370000 -0.582854 -16.4009
1380000 -0.618987 -18.4974
1390000 -0.552244 -14.7234
1400000 -0.562601 -15.2809
1410000 -0.622094 -18.6836
1420000 -0.564902 -15.4061
1430000 -0.56191 -15.2434
1440000 -0.607135 -17.7958
1450000 -0.582163 -16.362
1460000 -0.576295 -16.0338
1470000 -0.543959 -14.285
1480000 -0.607595 -17.8228
1490000 -0.600806 -17.4267
1500000 -0.5687 -15.614
1510000 -0.600575 -17.4133
1520000 -0.602647 -17.5337
1530000 -0.524971 -13.3051
1540000 -0.562601 -15.2809
1550000 -0.632681 -19.3249
