0 0.0325662 -0.0512013
10000 -0.348101 -5.85004
20000 -0.465593 -10.4655
30000 -0.50702 -12.4107
40000 -0.327043 -5.16364
50000 -0.388493 -7.28639
60000 -0.416571 -8.3777
70000 -0.387572 -7.2519
80000 -0.4916 -11.6673
90000 -0.430955 -8.96626
100000 -0.347641 -5.83457
110000 -0.509781 -12.5463
120000 -0.478711 -11.0635
130000 -0.440046 -9.34853
140000 -0.406444 -7.97534
150000 -0.528999 -13.51
160000 -0.468354 -10.59
170000 -0.501956 -12.1641
180000 -0.399194 -7.69336
190000 -0.365017 -6.43242
200000 -0.510817 -12.5973
210000 -0.439125 -9.30946
220000 -0.442117 -9.43675
230000 -0.506099 -12.3657
240000 -0.43153 -8.99022
250000 -0.447641 -9.67402
260000 -0.433257 -9.06228
270000 -0.386997 -7.23039
280000 -0.397123 -7.61373
290000 -0.380898 -7.00428
300000 -0.42359 -8.66242
310000 -0.488608 -11.5257
320000 -0.405639 -7.94376
330000 -0.495742 -11.8648
340000 -0.399655 -7.71112
350000 -0.508516 -12.4841
360000 -0.450173 -9.78375
370000 -0.322094 -5.00857
380000 -0.398159 -7.6535
390000 -0.412428 -8.2119
400000 -0.352359 -5.99402
410000 -0.463061 -10.352
420000 -0.313003 -4.72983
430000 -0.206214 -2.05298
440000 -0.313234 -4.73679
450000 -0.417606 -8.41941
460000 -0.397699 -7.63581
470000 -0.315765 -4.81367
480000 -0.536364 -13.8888
490000 -0.37618 -6.83184
500000 -0.335903 -5.44723
510000 -0.476985 -10.9839
520000 -0.415075 -8.31764
530000 -0.468354 -10.59
540000 -0.346835 -5.80757
550000 -0.486306 -11.4174
560000 -0.303337 -4.4422
570000 -0.442923 -9.47117
580000 -0.459033 -10.1727
590000 -0.433717 -9.08155
600000 -0.433026 -9.05266
610000 -0.36962 -6.59567
620000 -0.457998 -10.1268
630000 -0.40794 -8.03415
640000 -0.357192 -6.15958
650000 -0.473188 -10.8097
660000 -0.384465 -7.1361
670000 -0.342808 -5.67347
680000 -0.408516 -8.05683
690000 -0.278136 -3.73475
700000 -0.442117 -9.43675
710000 -0.279402 -3.76882
720000 -0.455696 -10.0253
730000 -0.463521 -10.3726
740000 -0.452934 -9.90417
750000 -0.452474 -9.88405
760000 -0.437514 -9.24128
770000 -0.536824 -13.9127
780000 -0.429459 -8.90412
790000 -0.494707 -11.8152
800000 -0.364787 -6.42431
810000 -0.482969 -11.2612
820000 -0.458458 -10.1472
830000 -0.393556 -7.47756
840000 -0.486536 -11.4282
850000 -0.419908 -8.51247
860000 -0.406444 -7.97534
870000 -0.372612 -6.70288
880000 -0.416571 -8.3777
890000 -0.214499 -2.22126
900000 -0.39252 -7.43826
910000 -0.382969 -7.08067
