0 0.0224359 0.0977564 -0.0106732 0.0625 -0.00793651 0.052501 -0.209655
100 0.025641 -0.0657051 -0.0796388 0.025641 0.047619 0.0260438 -0.178599
200 0.0384615 -0.11859 -0.170772 -0.0416667 0.0218254 -0.0281108 -0.585206
300 0.141026 -0.0608974 -0.0172414 0.100962 0.212302 0.0863993 -0.969932
400 -0.00160256 -0.0785256 -0.00656814 0.0384615 0.121032 0.0132286 -0.245749
500 0.0384615 0.0416667 0.0344828 0.0384615 0.0714286 -0.0281108 -0.134059
600 0.0224359 0.0977564 -0.0517241 -0.0176282 -0.00793651 0.0938404 -0.269153
700 -0.0592949 -0.0208333 0.105911 0.100962 0.0138889 0.169078 -0.660841
800 0.099359 0.100962 0.304598 0.219551 -0.0138889 0.202976 -2.4823
900 0.120192 0.0801282 0.287356 0.200321 0.14881 0.186027 -2.40874
1000 0.190705 0.0496795 0.165846 0.230769 -0.0178571 0.18272 -1.89133
1100 0.317308 -0.036859 0.356322 0.277244 0.0436508 0.295163 -4.85213
1200 0.198718 0.00160256 0.321839 0.198718 0.0218254 0.137247 -2.47991
1300 -0.0384615 0.0384615 0.170772 -0.11859 0.0277778 -0.054568 -0.611434
1400 -0.155449 -0.0849359 0.101806 0.00480769 0.0337302 -0.163704 -0.853733
1500 0.126603 -0.126603 0.190476 0.0464744 0.0119048 -0.0322447 -0.882928
1600 0.00480769 -0.00480769 -0.103448 -0.0352564 0.232143 0.125672 -0.88067
1700 -0.0801282 -3.55841e-17 0.0410509 0.0801282 0.14881 0.103348 -0.533182
1800 -0.0592949 -0.0608974 0.0238095 0.0608974 0.212302 0.0863993 -0.68796
1900 0.0416667 -0.0817308 -0.0344828 0.0416667 0.176587 -0.0132286 -0.457623
2000 0.184295 -0.184295 0.0369458 0.264423 0.267857 0.266639 -3.3201
2100 0.0785256 -0.11859 -0.00656814 0.0384615 0.0218254 -0.0281108 -0.285814
2200 0.0272436 -0.0673077 -0.114122 0.0272436 -0.321429 0.0334849 -1.28868
2300 -0.258013 -0.182692 -0.256979 -0.177885 -0.0575397 -0.112857 -2.63401
2400 -0.216346 -0.0641026 -0.0862069 0.0641026 0.0198413 0.0186027 -0.78537
2500 -0.0977564 -0.102564 -0.174877 -0.177885 0.140873 -0.0715172 -1.27984
2600 -0.0432692 -0.116987 -0.0952381 -0.203526 0.093254 0.0471269 -0.936119
2700 -0.0625 0.0625 -0.276683 -0.102564 -0.0912698 -0.217859 -1.81923
2800 -0.105769 0.145833 -0.248768 0.0544872 -0.494048 0.056635 -3.695
2900 -0.0833333 0.0432692 -0.0131363 0.0769231 -0.105159 0.295163 -1.35118
3000 -0.0400641 0.200321 2.27878e-18 0.0400641 0 0.144688 -0.794069
3100 0.224359 0.0961538 0.283251 0.144231 0.0198413 0.2253 -2.59833
3200 0.116987 0.123397 0.315271 0.317308 0.0436508 0.212484 -3.3933
3300 0.0833333 -0.00320513 0.0952381 0.123397 -0.0436508 0.0355519 -0.421797
3400 0.0849359 -0.00480769 0.142857 -0.0753205 -0.164683 0.042993 -0.705423
3500 0.099359 -0.0592949 0.140394 -0.0208333 -0.0138889 -0.0450599 -0.439076
3600 0.0769231 0.123397 0.0689655 -0.00320513 -0.204365 0.00578752 -0.743335
3700 -0.11859 0.0384615 -0.116585 0.121795 -0.170635 0.11079 -0.986603
3800 -0.00320513 0.123397 0.110016 0.116987 -0.105159 0.171145 -0.974122
3900 0.0160256 -0.0560897 -0.0369458 -0.0641026 -0.218254 0.0227367 -0.596787
